Player,Position,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,drafted,Rnd,Pick,Tm,Draft_Position,Age,year,Ht_m,Wt_kg,BMI,Position_Performance_Index
Dont'a Hightower,ILB,Alabama,6.2,265.0,4.62,32.0,22.0,115.0,7.19,4.3,1,1.0,25.0,NWE,LB,22.0,2012,1.88976,120.20188,33.6587478730513,185.11
Stephen Hill,WR,Georgia Tech,6.4,215.0,4.36,39.5,14.0,133.0,6.88,4.48,1,2.0,43.0,NYJ,WR,21.0,2012,1.9507200000000002,97.52228,25.62795619026567,188.22
Ronnie Hillman,RB,San Diego State,5.9,200.0,4.42,37.0,17.0,118.0,7.07,4.26,1,3.0,67.0,DEN,RB,20.0,2012,1.7983200000000001,90.7184,28.051845180903165,187.75
T.Y. Hilton,WR,Florida International,5.9,183.0,4.34,35.5,14.0,121.0,6.975,4.22,1,3.0,92.0,IND,WR,22.0,2012,1.7983200000000001,83.007336,25.667438340526395,172.035
Lamar Holmes,OT,Southern Miss,6.5,323.0,5.29,27.0,22.0,104.0,7.74,4.8,1,3.0,91.0,ATL,T,23.0,2012,1.9812,146.51021599999999,37.32598438240926,39.83
Jayron Hosley,CB,Virginia Tech,5.1,178.0,4.38,36.0,11.0,122.0,6.94,4.16,1,3.0,94.0,NYG,DB,21.0,2012,1.5544799999999999,80.739376,33.41297233237382,173.48
Jaye Howard,DT,Florida,6.3,301.0,4.78,27.5,24.0,106.0,7.32,4.47,1,4.0,114.0,SEA,DT,23.0,2012,1.92024,136.531192,37.02719878494823,174.07
Delano Howell,S,Stanford,5.11,210.0,4.61,33.0,21.0,120.0,6.97,4.15,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5575280000000002,95.25431999999999,39.26566485593272,168.73000000000002
John Hughes,DT,Cincinnati,6.2,309.0,5.32,29.5,28.0,105.0,7.69,4.64,1,3.0,87.0,CLE,DT,24.0,2012,1.88976,140.159928,39.24737016140699,180.14999999999998
Emil Igwenagu,FB,Massachusetts,6.1,249.0,4.7,34.5,19.0,121.0,7.32,4.4,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.85928,112.944408,32.67195618866737,190.92
Duke Ihenacho,S,San Jose State,6.0,213.0,4.67,35.0,20.0,122.0,6.78,4.22,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.8288000000000002,96.615096,28.88767328460582,172.67000000000002
George Iloka,S,Boise State,6.4,225.0,4.6,34.5,20.0,124.0,7.03,4.03,1,5.0,167.0,CIN,DB,22.0,2012,1.9507200000000002,102.0582,26.81995415260361,174.16
Melvin Ingram,OLB,South Carolina,6.1,264.0,4.69,34.5,28.0,109.0,6.83,4.18,1,1.0,18.0,SDG,DE,23.0,2012,1.85928,119.748288,34.6401463205148,187.20000000000002
Bruce Irvin,OLB,West Virginia,6.3,245.0,4.41,33.5,23.0,123.0,6.7,4.03,1,1.0,15.0,SEA,DE,24.0,2012,1.92024,111.13004,30.138417615655534,194.64
Janzen Jackson,S,McNeese State,5.11,188.0,4.6,36.5,9.0,125.0,6.9,4.15,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5575280000000002,85.275296,35.152119013882626,177.15
Asa Jackson,CB,Cal Poly,5.1,191.0,4.48,34.5,19.0,118.0,6.97,4.03,1,5.0,169.0,BAL,DB,22.0,2012,1.5544799999999999,86.636072,35.853245592603365,167.98000000000002
Jerrell Jackson,WR,Missouri,6.0,196.0,4.5,41.0,22.0,127.0,6.82,4.11,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.8288000000000002,88.904032,26.582084337008173,183.43
Malik Jackson,DE,Tennessee,6.5,284.0,4.85,28.0,25.0,105.0,7.38,4.41,1,5.0,137.0,DEN,DT,22.0,2012,1.9812,128.820128,32.81913177896047,174.64
LaMichael James,RB,Oregon,5.8,194.0,4.35,35.0,15.0,123.0,6.88,4.12,1,2.0,61.0,SFO,RB,22.0,2012,1.76784,87.996848,28.15666435269982,188.35
Jamaar Jarrett,DE,Arizona State,6.5,265.0,4.96,30.0,21.0,114.0,7.28,4.34,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.9812,120.20188,30.623485638818746,181.58
Jordan Jefferson,QB,LSU,6.4,223.0,4.58,36.5,14.0,116.0,6.81,4.06,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.9507200000000002,101.151016,26.581554560136023,167.95
Alshon Jeffery,WR,South Carolina,6.3,216.0,4.48,35.5,14.0,121.0,6.975,4.22,1,2.0,45.0,CHI,WR,22.0,2012,1.92024,97.975872,26.57101308155753,172.175
A.J. Jenkins,WR,Illinois,6.0,190.0,4.37,38.5,12.0,124.0,6.975,4.22,1,1.0,30.0,SFO,WR,22.0,2012,1.8288000000000002,86.18248,25.768347061385473,178.065
Janoris Jenkins,CB,Florida,5.1,193.0,4.41,33.5,15.0,121.0,6.95,4.13,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5544799999999999,87.543256,36.2286722480233,169.98999999999998
Cam Johnson,DE,Virginia,6.3,268.0,4.75,35.0,24.0,105.0,7.2,4.38,1,7.0,237.0,SFO,DE,22.0,2012,1.92024,121.562656,32.96773845304361,180.32999999999998
James-Michael Johnson,ILB,Nevada,6.1,241.0,4.6,37.0,23.0,124.0,7.34,4.37,1,4.0,120.0,CLE,LB,23.0,2012,1.85928,109.31567199999999,31.622254785015404,200.31
Leonard Johnson,CB,Iowa State,5.1,196.0,4.62,32.0,15.0,120.0,6.96,4.15,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5544799999999999,88.904032,36.791812231153195,167.73000000000002
Rishaw Johnson,OG,California (PA),6.3,313.0,5.12,31.5,22.0,108.0,7.87,4.53,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.92024,141.974296,38.5033661783681,179.02
Steven Johnson,OLB,Kansas,6.0,239.0,4.71,36.0,16.0,113.0,7.32,4.38,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.8288000000000002,108.408488,32.41386814563752,181.41
Trumaine Johnson,CB,Montana,6.2,204.0,4.5,35.5,19.0,122.0,7.2,4.15,1,3.0,65.0,STL,DB,22.0,2012,1.88976,92.532768,25.910885155103642,173.35
Jeremy Jones,CB,Wayne State (MI),5.9,197.0,4.56,31.5,20.0,116.0,7.14,4.18,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.7983200000000001,89.357624,27.63106750318962,163.38
Ben Jones,C,Georgia,6.3,303.0,5.35,30.5,29.0,105.0,7.95,4.74,1,4.0,99.0,HOU,C,23.0,2012,1.92024,137.438376,37.27322668385154,182.54
Chandler Jones,DE,Syracuse,6.5,266.0,4.77,35.0,22.0,120.0,7.07,4.38,1,1.0,21.0,NWE,DE,22.0,2012,1.9812,120.655472,30.739045961984097,193.21999999999997
Dwight Jones,WR,North Carolina,6.3,230.0,4.51,33.0,14.0,109.0,6.975,4.22,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.92024,104.32616,28.29320837388071,157.70499999999998
Marvin Jones,WR,California,6.2,199.0,4.46,33.0,22.0,112.0,6.81,4.11,1,5.0,166.0,CIN,WR,22.0,2012,1.88976,90.264808,25.27581444051777,160.38000000000002
Marcel Jones,OT,Nebraska,6.6,320.0,5.57,27.5,13.0,95.0,8.03,5.12,1,7.0,234.0,NOR,OL,24.0,2012,2.01168,145.14944,35.867207740945425,31.720000000000002
Coryell Judie,CB,Texas A&M,6.0,194.0,4.45,37.0,15.0,126.0,7.33,4.25,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.8288000000000002,87.996848,26.310838578467273,179.03
Josh Kaddu,OLB,Oregon,6.3,239.0,4.67,34.0,20.0,119.0,7.12,4.29,1,5.0,155.0,MIA,LB,22.0,2012,1.92024,108.408488,29.400333918945606,189.08
Matt Kalil,OT,USC,6.7,306.0,4.96,27.0,30.0,103.0,7.33,4.65,1,1.0,4.0,MIN,T,23.0,2012,2.04216,138.799152,33.28183644560651,46.94
Jermaine Kearse,WR,Washington,6.1,209.0,4.5,34.0,14.0,119.0,7.03,4.12,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.85928,94.80072799999999,27.42344917040755,168.65
Case Keenum,QB,Houston,6.1,208.0,4.72,32.5,19.5,103.0,7.13,4.33,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.85928,94.347136,27.29223649495106,151.68
Senio Kelemete,OG,Washington,6.4,307.0,5.39,25.0,21.0,101.0,7.77,4.58,1,5.0,151.0,ARI,G,22.0,2012,1.9507200000000002,139.252744,36.594337443774705,164.74
Mychal Kendricks,ILB,California,5.11,239.0,4.44,39.5,24.0,127.0,7.19,4.19,1,2.0,46.0,PHI,LB,21.0,2012,1.5575280000000002,108.408488,44.688066193180575,206.32
Dre Kirkpatrick,CB,Alabama,6.2,186.0,4.5,35.0,15.0,120.0,6.94,4.16,1,1.0,17.0,CIN,DB,22.0,2012,1.88976,84.368112,23.624630582594495,170.6
Peter Konz,C,Wisconsin,6.5,314.0,5.16,28.0,18.0,102.0,7.675,4.63,1,2.0,55.0,ATL,C,23.0,2012,1.9812,142.427888,36.28594147392108,165.465
Luke Kuechly,ILB,Boston Col.,6.3,242.0,4.58,38.0,27.0,123.0,6.92,4.12,1,1.0,9.0,CAR,LB,21.0,2012,1.92024,109.76926399999999,29.76937576730057,203.61999999999998
Markus Kuhn,DT,North Carolina State,6.5,299.0,4.87,34.5,28.0,112.0,7.43,4.41,1,7.0,239.0,NYG,DT,26.0,2012,1.9812,135.624008,34.55253662644077,191.21
Ronald Leary,OG,Memphis,6.3,315.0,5.23,29.0,30.0,104.0,7.87,4.91,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.92024,142.88148,38.749394077271404,181.01000000000002
Josh LeRibeus,OG,SMU,6.3,312.0,5.31,26.0,29.0,96.0,7.64,4.65,1,3.0,71.0,WAS,G,23.0,2012,1.92024,141.520704,38.380352228916436,168.6
Ronnell Lewis,OLB,Oklahoma,6.2,253.0,4.65,31.0,36.0,112.0,7.09,4.4,1,4.0,125.0,DET,LB,21.0,2012,1.88976,114.758776,32.1345781580452,195.14000000000001
Travis Lewis,OLB,Oklahoma,6.1,246.0,4.83,36.0,22.0,122.0,7.12,4.29,1,7.0,223.0,DET,LB,24.0,2012,1.85928,111.583632,32.278318162297886,196.23999999999998
Ryan Lindley,QB,San Diego State,6.4,229.0,4.86,29.5,19.5,108.0,7.52,4.45,1,6.0,185.0,ARI,QB,23.0,2012,1.9507200000000002,103.872568,27.29675333753879,154.33
Brandon Lindsey,OLB,Pittsburgh,6.2,254.0,4.85,33.0,23.0,117.0,7.36,4.28,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.88976,115.212368,32.26159230096238,189.49
Shawn Loiseau,ILB,Merrimack,6.0,244.0,4.74,32.5,19.0,109.0,7.19,4.3,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.8288000000000002,110.676448,33.091982541989765,176.73000000000002
Joe Looney,OG,Wake Forest,6.3,309.0,5.02,27.5,26.0,101.0,7.890000000000001,4.78,1,4.0,117.0,SFO,G,22.0,2012,1.92024,140.159928,38.011310380561476,172.18999999999997
Andrew Luck,QB,Stanford,6.4,234.0,4.59,36.0,19.5,124.0,6.8,4.28,1,1.0,1.0,IND,QB,22.0,2012,1.9507200000000002,106.140528,27.892752318707757,175.67000000000002
D'Anton Lynn,CB,Penn State,6.0,206.0,4.71,31.5,17.0,111.0,6.94,4.16,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.8288000000000002,93.439952,27.938313129712675,158.31
Terrell Manning,OLB,North Carolina State,6.2,237.0,4.71,32.5,22.0,114.0,7.18,4.43,1,5.0,163.0,GNB,LB,22.0,2012,1.88976,107.501304,30.10235187137041,184.82000000000002
Brandon Marshall,OLB,Nevada,6.1,242.0,4.72,30.5,28.0,108.0,7.05,4.09,1,5.0,142.0,JAX,LB,22.0,2012,1.85928,109.76926399999999,31.7534674604719,182.36
Kyle Martens,P,Rice,6.5,226.0,4.92,32.0,15.0,114.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.9812,102.511792,26.116633035369947,0.0
Doug Martin,RB,Boise State,5.9,223.0,4.46,36.0,28.0,120.0,6.79,4.16,1,1.0,31.0,TAM,RB,23.0,2012,1.7983200000000001,101.151016,31.277807376707027,199.41
Jonathan Martin,OT,Stanford,6.5,312.0,5.27,28.0,24.0,103.0,7.84,4.75,1,2.0,42.0,MIA,T,22.0,2012,1.9812,141.520704,36.05482082759037,41.86
Keshawn Martin,WR,Michigan State,5.11,188.0,4.42,39.5,13.0,122.0,6.85,4.13,1,4.0,121.0,HOU,WR,22.0,2012,1.5575280000000002,85.275296,35.152119013882626,176.9
Markelle Martin,S,Oklahoma State,6.1,207.0,4.47,35.5,19.0,120.0,7.01,4.2,1,6.0,190.0,TEN,DB,22.0,2012,1.85928,93.893544,27.161023819494563,171.17999999999998
Mike Martin,DT,Michigan,6.1,306.0,4.8,33.5,36.0,113.0,7.19,4.25,1,3.0,82.0,TEN,DT,22.0,2012,1.85928,138.799152,40.15107868968761,198.74
Jonathan Massaquoi,OLB,Troy,6.2,264.0,4.81,33.5,20.0,120.0,7.38,4.53,1,5.0,164.0,ATL,DE,24.0,2012,1.88976,119.748288,33.53173373013413,190.22
Bobby Massie,OT,Mississippi,6.6,316.0,5.18,27.5,22.0,103.0,7.7,4.95,1,4.0,112.0,ARI,T,23.0,2012,2.01168,143.335072,35.41886764418361,39.830000000000005
Rishard Matthews,WR,Nevada,6.0,217.0,4.54,36.0,20.0,121.0,6.88,4.19,1,7.0,227.0,MIA,WR,22.0,2012,1.8288000000000002,98.429464,29.43016480168762,172.60999999999999
Marquis Maze,WR,Alabama,5.8,186.0,4.51,33.5,14.0,112.0,6.975,4.22,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.76784,84.368112,26.995564791763744,161.20499999999998
Matt McCants,OT,Ala-Birmingham,6.6,308.0,5.4,25.5,17.0,97.0,7.84,4.75,1,6.0,201.0,NYG,T,23.0,2012,2.01168,139.706336,34.52218745065997,34.989999999999995
Antoine McClain,OG,Clemson,6.5,329.0,5.48,27.0,19.0,91.0,8.13,4.82,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.9812,149.231768,38.01934632140138,155.43
Shea McClellin,OLB,Boise State,6.3,260.0,4.62,31.5,19.0,118.0,7.07,4.33,1,1.0,19.0,CHI,DE,23.0,2012,1.92024,117.93392,31.983626857430366,184.52
Kelcie McCray,S,Arkansas State,6.2,202.0,4.48,30.5,12.0,122.0,7.0,4.29,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.88976,91.625584,25.656856869269294,168.27
Jerron McMillian,S,Maine,5.11,203.0,4.47,36.5,17.0,120.0,6.69,4.22,1,4.0,133.0,GNB,DB,23.0,2012,1.5575280000000002,92.079176,37.956809360734965,171.88
Marvin McNutt,WR,Iowa,6.3,216.0,4.48,37.0,14.0,122.0,7.15,4.07,1,6.0,194.0,PHI,WR,23.0,2012,1.92024,97.975872,26.57101308155753,174.70000000000002
Caleb McSurdy,ILB,Montana,6.1,245.0,4.82,30.0,26.0,110.0,7.26,4.28,1,7.0,222.0,DAL,LB,22.0,2012,1.85928,111.13004,32.14710548684139,182.35999999999999
Vaughn Meatoga,DT,Hawaii,6.1,294.0,4.93,30.0,27.0,108.0,7.1,4.21,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.85928,133.356048,38.57652658420966,181.24
Davin Meggett,RB,Maryland,5.8,211.0,4.5,35.0,23.0,118.0,7.14,4.32,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.76784,95.707912,30.624000919688978,191.95999999999998
DeQuan Menzie,CB,Alabama,5.11,202.0,4.65,33.0,15.0,116.0,6.94,4.16,1,5.0,146.0,KAN,DB,22.0,2012,1.5575280000000002,91.625584,37.76983000427814,164.75
Whitney Mercilus,DE,Illinois,6.4,261.0,4.68,32.0,27.0,118.0,7.17,4.53,1,1.0,26.0,HOU,DE,22.0,2012,1.9507200000000002,118.387512,31.11114681702019,193.38
Lamar Miller,RB,Miami (FL),5.11,212.0,4.34,33.0,19.0,118.0,7.07,4.26,1,4.0,97.0,MIA,RB,21.0,2012,1.5575280000000002,96.161504,39.63962356884637,185.67
Ryan Miller,OG,Colorado,6.7,321.0,5.16,28.0,32.0,100.0,7.72,4.78,1,5.0,160.0,CLE,G,23.0,2012,2.04216,145.60303199999998,34.913299016469566,177.66
Chase Minnifield,CB,Virginia,5.1,183.0,4.63,36.0,7.0,122.0,6.94,4.16,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5544799999999999,83.007336,34.35153897092364,173.73
Charles Mitchell,S,Mississippi State,5.11,202.0,4.56,37.0,19.0,127.0,6.93,4.22,1,6.0,192.0,ATL,DB,22.0,2012,1.5575280000000002,91.625584,37.76983000427814,179.71
David Molk,C,Michigan,6.1,298.0,5.18,28.0,41.0,102.0,7.675,4.63,1,7.0,226.0,SDG,C,23.0,2012,1.85928,135.170416,39.10137728603564,188.485
Rennie Moore,DT,Clemson,6.3,268.0,5.0,30.5,21.0,109.0,7.69,4.53,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.92024,121.562656,32.96773845304361,177.72
Kashif Moore,WR,Connecticut,5.9,180.0,4.36,43.5,19.0,126.0,6.82,4.05,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.7983200000000001,81.64656,25.246660662812847,184.73000000000002
Kellen Moore,QB,Boise State,6.0,197.0,4.82,27.0,19.5,99.0,7.41,4.56,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.8288000000000002,89.357624,26.717707216278622,142.79
Alfred Morris,RB,Florida Atlantic,5.1,219.0,4.63,35.5,16.0,117.0,7.01,4.19,1,6.0,173.0,WAS,RB,23.0,2012,1.5544799999999999,99.336648,41.10921876848239,184.32999999999998
Brandon Mosley,OT,Auburn,6.6,314.0,5.14,27.0,30.0,103.0,7.43,4.78,1,4.0,131.0,NYG,T,23.0,2012,2.01168,142.427888,35.194697595802694,47.35
Derek Moye,WR,Penn State,6.4,209.0,4.46,33.5,10.0,115.0,6.975,4.23,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.9507200000000002,94.80072799999999,24.91275741286291,164.165
Tyler Nielsen,OLB,Iowa,6.3,238.0,4.63,34.5,21.0,117.0,7.27,4.31,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.92024,107.954896,29.277319969493952,188.71
Lucas Nix,OG,Pittsburgh,6.5,317.0,5.36,29.5,25.0,102.0,7.81,4.9,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.9812,143.788664,36.63262244341714,174.57000000000002
Josh Norman,CB,Coastal Carolina,6.0,197.0,4.61,33.0,14.0,124.0,7.09,4.23,1,5.0,143.0,CAR,DB,24.0,2012,1.8288000000000002,89.357624,26.717707216278622,172.93
Brad Nortman,P,Wisconsin,6.2,213.0,4.78,32.0,15.0,114.0,7.155,4.41,1,6.0,207.0,CAR,P,22.0,2012,1.88976,96.615096,27.05401244135821,0.0
Josh Oglesby,OT,Virginia Tech,6.7,338.0,5.75,28.5,22.0,103.0,7.84,4.75,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,2.04216,153.314096,36.76228993011438,40.34
Kelechi Osemele,OT,Iowa State,6.5,333.0,5.22,26.5,32.0,104.0,7.91,4.87,1,2.0,60.0,BAL,T,23.0,2012,1.9812,151.046136,38.481587614062796,49.99999999999999
Brock Osweiler,QB,Arizona State,6.7,242.0,4.83,31.0,19.5,111.0,7.13,4.33,1,2.0,57.0,DEN,QB,21.0,2012,2.04216,109.76926399999999,26.320929476590766,158.29
Chris Owusu,WR,Stanford,6.0,196.0,4.36,40.5,19.0,129.0,6.85,4.11,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.8288000000000002,88.904032,26.582084337008173,184.82000000000002
Eric Page,WR,Toledo,5.9,186.0,4.5,30.0,15.0,112.0,6.95,3.98,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.7983200000000001,84.368112,26.088216018239944,157.42999999999998
Donte Paige-Moss,DE,North Carolina,6.3,268.0,4.67,33.0,26.0,114.0,7.28,4.41,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.92024,121.562656,32.96773845304361,189.36
David Paulson,TE,Oregon,6.3,246.0,4.79,32.0,21.0,110.0,7.18,4.4,1,7.0,240.0,PIT,TE,23.0,2012,1.92024,111.583632,30.26143156510719,179.37
Isaiah Pead,RB,Cincinnati,5.1,197.0,4.39,33.0,19.0,116.0,6.95,4.32,1,2.0,50.0,STL,RB,22.0,2012,1.5544799999999999,89.357624,36.97952555886316,183.65999999999997
Micah Pellerin,CB,Kansas State,6.0,194.0,4.52,33.0,14.0,116.0,6.94,4.16,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.8288000000000002,87.996848,26.310838578467273,164.61999999999998
Nick Perry,DE,USC,6.3,271.0,4.55,38.5,35.0,124.0,7.25,4.66,1,1.0,28.0,GNB,DE,22.0,2012,1.92024,122.923432,33.336780301398576,213.96
DeAngelo Peterson,TE,LSU,6.3,243.0,4.69,36.0,18.0,121.0,7.19,4.37,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.92024,110.222856,29.892389716752223,191.25
Bernard Pierce,RB,Temple,6.0,218.0,4.45,36.5,17.0,123.0,7.07,4.28,1,3.0,84.0,BAL,RB,21.0,2012,1.8288000000000002,98.883056,29.56578768095807,192.29999999999998
Eddie Pleasant,S,Oregon,5.1,211.0,4.53,33.5,22.0,116.0,7.12,4.28,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5544799999999999,95.707912,39.60751214680267,165.43
Dontari Poe,DT,Memphis,6.3,346.0,4.89,29.5,44.0,105.0,7.9,4.56,1,1.0,11.0,KAN,DT,22.0,2012,1.92024,156.942832,42.56282651027272,195.85
Chris Polk,RB,Washington,5.1,215.0,4.52,31.5,19.0,111.0,7.13,4.21,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5544799999999999,97.52228,40.358365457642535,177.35999999999999
Tauren Poole,RB,Tennessee,5.1,205.0,4.48,34.0,24.0,118.0,7.36,4.19,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5544799999999999,92.98636,38.48123218054288,192.03000000000003
DeVier Posey,WR,Ohio State,6.2,211.0,4.39,36.5,14.0,123.0,7.03,4.15,1,3.0,68.0,HOU,WR,22.0,2012,1.88976,95.707912,26.799984155523862,175.07
Nate Potter,OT,Boise State,6.6,303.0,5.26,28.5,22.0,100.0,7.49,4.67,1,7.0,221.0,ARI,T,24.0,2012,2.01168,137.438376,33.9617623297077,39.42
Tydreke Powell,DT,North Carolina,6.2,311.0,5.28,28.5,29.0,99.0,7.31,4.62,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.88976,141.067112,39.501398447241336,173.71
Chaz Powell,CB,Penn State,6.0,203.0,4.42,33.0,17.0,121.0,6.84,4.16,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.8288000000000002,92.079176,27.531444491901325,169.42000000000002
Shawn Powell,P,Florida State,6.4,248.0,5.06,32.0,15.0,114.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.9507200000000002,112.490816,29.561549465980868,0.0
Shaun Prater,CB,Iowa,5.1,190.0,4.5,36.0,14.0,122.0,6.94,4.16,1,5.0,156.0,CIN,DB,22.0,2012,1.5544799999999999,86.18248,35.6655322648934,173.6
DeAndre Presley,CB,Appalachian State,5.1,185.0,4.53,32.0,8.0,114.0,7.19,4.28,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5544799999999999,83.91452,34.72696562634358,162.0
Nick Provo,TE,Syracuse,6.3,237.0,4.76,33.0,20.0,115.0,7.15,4.37,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.92024,107.501304,29.154306020042295,184.28
Cyhl Quarles,S,Wake Forest,6.1,213.0,4.54,32.5,19.0,119.0,7.21,4.32,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.85928,96.615096,27.948299872233534,167.57
Brian Quick,WR,Appalachian State,6.3,220.0,4.5,34.0,15.0,119.0,7.1,4.23,1,2.0,33.0,STL,WR,23.0,2012,1.92024,99.79024,27.063068879364153,168.82999999999998
Chris Rainey,RB,Florida,5.8,180.0,4.36,36.5,16.0,120.0,6.5,3.93,1,5.0,159.0,PIT,RB,24.0,2012,1.76784,81.64656,26.124740121061688,187.29000000000002
Kheeston Randall,DT,Texas,6.5,293.0,5.0,34.0,28.0,111.0,7.49,4.84,1,7.0,215.0,MIA,DT,23.0,2012,1.9812,132.902456,33.85917468744865,190.33
Rueben Randle,WR,LSU,6.3,210.0,4.55,31.0,15.0,121.0,6.99,4.36,1,2.0,63.0,NYG,WR,21.0,2012,1.92024,95.25431999999999,25.8329293848476,167.90000000000003
Antwuan Reed,CB,Pittsburgh,5.1,188.0,4.58,36.5,14.0,124.0,6.94,4.2,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5544799999999999,85.275296,35.29010560947347,176.21999999999997
Riley Reiff,OT,Iowa,6.6,313.0,5.16,26.5,23.0,98.0,7.87,4.75,1,1.0,23.0,DET,T,23.0,2012,2.01168,141.974296,35.082612571612245,40.78
Beau Reliford,TE,Florida State,6.5,256.0,4.84,33.0,20.0,115.0,7.15,4.37,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.9812,116.119552,29.58344273033056,184.36
Kendall Reyes,DT,Connecticut,6.4,299.0,4.82,34.5,36.0,113.0,7.43,4.53,1,2.0,49.0,SDG,DT,22.0,2012,1.9507200000000002,135.624008,35.640739073904356,200.28
Matt Reynolds,OT,BYU,6.4,302.0,5.27,28.0,25.0,103.0,7.84,4.75,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2012,1.9507200000000002,136.984784,35.99833846260574,42.86
Sean Richardson,S,Vanderbilt,6.2,216.0,4.43,38.5,22.0,128.0,7.01,4.44,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.88976,97.975872,27.435054870109738,182.38
Trent Richardson,RB,Alabama,5.9,228.0,4.48,34.0,19.0,118.0,7.07,4.26,1,1.0,3.0,CLE,RB,22.0,2012,1.7983200000000001,103.418976,31.97910350622961,186.81
Travian Robertson,DT,South Carolina,6.4,302.0,5.12,26.0,30.0,102.0,7.69,4.64,1,7.0,249.0,ATL,DT,23.0,2012,1.9507200000000002,136.984784,35.99833846260574,175.45
Gerell Robinson,WR,Arizona State,6.3,227.0,4.54,35.5,14.0,113.0,6.975,4.15,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.92024,102.965384,27.92416652552574,164.165
Trenton Robinson,S,Michigan State,5.1,195.0,4.46,35.0,15.0,125.0,7.01,4.15,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.5544799999999999,88.45044,36.60409890344323,175.62
Josh Robinson,CB,Central Florida,5.1,199.0,4.29,38.5,17.0,133.0,6.55,3.97,1,3.0,66.0,MIN,DB,21.0,2012,1.5544799999999999,90.264808,37.35495221428309,186.31
Keenan Robinson,ILB,Texas,6.3,242.0,4.72,35.5,27.0,120.0,7.19,4.3,1,4.0,119.0,WAS,LB,23.0,2012,1.92024,109.76926399999999,29.76937576730057,198.71
James Rodgers,WR,Oregon State,5.7,184.0,4.61,37.0,19.0,115.0,6.975,4.23,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2012,1.7373600000000002,83.460928,27.650537158739915,167.815
