Player,Position,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,drafted,Rnd,Pick,Tm,Draft_Position,Age,year,Ht_m,Wt_kg,BMI,Position_Performance_Index
Montravius Adams,DT,Auburn,6.4,304.0,4.87,29.0,22.0,108.0,7.62,4.89,1,3.0,93.0,GNB,DT,22.0,2017,1.9507200000000002,137.891968,36.236738055073324,176.38
Rodney Adams,WR,South Florida,6.1,189.0,4.44,29.5,8.0,125.0,6.98,4.28,1,5.0,170.0,MIN,WR,22.0,2017,1.85928,85.728888,24.799195661277643,170.2
Quincy Adeboyejo,WR,Mississippi,6.3,197.0,4.42,34.5,8.0,123.0,6.73,4.14,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.92024,89.357624,24.233748041976085,172.79
Brian Allen,CB,Utah,6.3,215.0,4.48,34.5,15.0,117.0,6.64,4.34,1,5.0,173.0,PIT,DB,23.0,2017,1.92024,97.52228,26.447999132105878,166.96
Jonathan Allen,DT,Alabama,6.3,286.0,5.0,30.0,21.0,108.0,7.49,4.5,1,1.0,17.0,WAS,DE,22.0,2017,1.92024,129.727312,35.1819895431734,175.99
Ryan Anderson,OLB,Alabama,6.2,253.0,4.78,34.5,22.0,117.0,7.12,4.29,1,2.0,49.0,WAS,OLB,23.0,2017,1.88976,114.758776,32.1345781580452,189.69
Alex Anzalone,OLB,Florida,6.3,241.0,4.63,30.5,16.0,116.0,6.88,4.25,1,3.0,76.0,NOR,LB,22.0,2017,1.92024,109.31567199999999,29.646361817848913,178.26
Isaac Asiata,OG,Utah,6.3,323.0,5.34,25.5,35.0,102.0,7.83,4.93,1,5.0,164.0,MIA,G,24.0,2017,1.92024,146.51021599999999,39.73350567288464,180.60000000000002
Erik Austell,OG,Charleston Southern,6.3,301.0,5.23,27.5,24.0,107.0,8.13,4.9,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.92024,136.531192,37.02719878494823,176.76000000000002
Chidobe Awuzie,CB,Colorado,6.0,202.0,4.43,34.5,16.0,132.0,6.81,4.14,1,2.0,60.0,DAL,CB,22.0,2017,1.8288000000000002,91.625584,27.395821612630876,181.88
Budda Baker,S,Washington,5.1,195.0,4.45,32.5,15.0,115.0,6.76,4.08,1,2.0,36.0,ARI,S,21.0,2017,1.5544799999999999,88.45044,36.60409890344323,162.79
Toby Baker,P,Arkansas,6.3,210.0,4.89,32.0,15.0,114.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.92024,95.25431999999999,25.8329293848476,0.0
Zach Banner,OG,USC,6.8,353.0,5.58,23.5,22.0,92.0,8.31,5.21,1,4.0,137.0,IND,T,23.0,2017,2.0726400000000003,160.117976,37.27282763340997,156.6
Derek Barnett,DE,Tennessee,6.3,259.0,4.88,31.0,24.0,117.0,6.96,4.44,1,1.0,14.0,PHI,DE,21.0,2017,1.92024,117.480328,31.86061290797871,188.28
Tarell Basham,DE,Ohio,6.4,269.0,4.7,31.5,15.0,119.0,7.27,4.35,1,3.0,80.0,IND,DE,23.0,2017,1.9507200000000002,122.016248,32.06474518689054,181.82
C.J. Beathard,QB,Iowa,6.2,219.0,4.82,31.0,19.5,113.0,7.13,4.33,1,3.0,104.0,SFO,QB,23.0,2017,1.88976,99.336648,27.816097298861262,160.28
Kendell Beckwith,ILB,LSU,6.2,243.0,4.75,33.0,20.0,115.0,7.19,4.3,1,3.0,107.0,TAM,ILB,22.0,2017,1.88976,110.222856,30.864436728873454,184.24
Vince Biegel,OLB,Wisconsin,6.3,246.0,4.67,33.5,21.0,118.0,6.92,4.3,1,4.0,108.0,GNB,LB,24.0,2017,1.92024,111.583632,30.26143156510719,188.39000000000001
Adam Bisnowaty,OT,Pittsburgh,6.6,304.0,5.23,29.5,23.0,96.0,8.02,4.94,1,6.0,200.0,NYG,T,23.0,2017,2.01168,137.891968,34.07384735389815,41.19
Garrett Bolles,OT,Utah,6.5,297.0,4.95,28.0,24.0,115.0,7.29,4.55,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.9812,134.716824,34.32141598011007,40.79
Ben Boulware,ILB,Clemson,6.0,238.0,4.75,29.5,20.0,111.0,7.02,4.43,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.8288000000000002,107.954896,32.27824526636707,176.70000000000002
Kendrick Bourne,WR,East. Washington,6.1,203.0,4.68,34.0,9.0,125.0,6.73,4.21,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.85928,92.079176,26.63617311766858,174.62
Tashawn Bower,OLB,LSU,6.5,250.0,4.82,31.5,20.0,121.0,7.2,4.37,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.9812,113.398,28.890080791338438,188.89
Tyus Bowser,OLB,Houston,6.3,247.0,4.65,37.5,21.0,127.0,6.75,4.29,1,2.0,47.0,BAL,OLB,22.0,2017,1.92024,112.037224,30.384445514558845,201.19
Ben Braden,OG,Michigan,6.6,329.0,5.04,28.0,25.0,102.0,7.85,4.9,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,2.01168,149.231768,36.87597295865951,172.79
Caleb Brantley,DT,Florida,6.3,307.0,5.14,27.0,21.0,105.0,7.66,4.62,1,6.0,185.0,CLE,DT,23.0,2017,1.92024,139.252744,37.76528248165816,170.42
Billy Brown,TE,Shepherd,6.3,254.0,4.7,29.0,23.0,118.0,7.15,4.37,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.92024,115.212368,31.245543160720434,186.22
Blair Brown,ILB,Ohio,5.11,238.0,4.65,37.0,22.0,124.0,6.92,4.18,1,5.0,148.0,JAX,LB,23.0,2017,1.5575280000000002,107.954896,44.50108683672375,198.75
Fadol Brown,DE,Mississippi,6.4,273.0,4.94,34.0,19.0,115.0,7.24,4.44,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.9507200000000002,123.83061599999999,32.541544371825715,184.62
Jayon Brown,ILB,UCLA,6.0,231.0,4.7,31.5,17.0,120.0,7.19,4.3,1,5.0,155.0,TEN,LB,22.0,2017,1.8288000000000002,104.779752,31.32888511147392,184.69
Noah Brown,WR,Ohio State,6.2,222.0,4.51,35.5,19.0,121.0,7.07,4.33,1,7.0,239.0,DAL,WR,21.0,2017,1.88976,100.697424,28.197139727612786,172.41
Pharaoh Brown,TE,Oregon,6.6,255.0,4.78,34.0,24.0,115.0,7.15,4.37,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,2.01168,115.66596,28.581681168565886,189.3
Daniel Brunskill,OT,San Diego State,6.5,273.0,5.25,28.0,17.0,106.0,7.9,4.84,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.9812,123.83061599999999,31.54796822414157,34.989999999999995
Collin Buchanan,OT,Miami (OH),6.5,316.0,5.25,25.0,23.0,97.0,7.84,4.75,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.9812,143.335072,36.517062120251786,40.84
Riley Bullough,ILB,Michigan State,6.2,226.0,4.75,31.5,20.0,116.0,7.19,4.3,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.88976,102.511792,28.705196299281486,183.74
Harrison Butker,K,Georgia Tech,6.4,199.0,4.92,33.5,13.0,113.5,7.15,4.33,1,7.0,233.0,CAR,K,22.0,2017,1.9507200000000002,90.264808,23.720759450524973,0.0
Jake Butt,TE,Michigan,6.5,246.0,4.78,33.0,20.0,115.0,7.15,4.37,1,5.0,145.0,DEN,TE,22.0,2017,1.9812,111.583632,28.42783949867702,184.3
K.D. Cannon,WR,Baylor,5.11,182.0,4.41,37.0,13.0,119.0,6.975,4.22,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.5575280000000002,82.553744,34.03024287514169,171.605
Josh Carraway,DE,TCU,6.3,242.0,4.74,29.5,25.0,120.0,7.2,4.44,1,7.0,227.0,TEN,OLB,23.0,2017,1.92024,109.76926399999999,29.76937576730057,190.88
Chris Carson,RB,Oklahoma State,6.0,218.0,4.58,37.0,23.0,130.0,7.07,4.26,1,7.0,249.0,SEA,RB,22.0,2017,1.8288000000000002,98.883056,29.56578768095807,205.90999999999997
Cethan Carter,TE,Nebraska,6.3,241.0,4.68,33.0,19.0,115.0,7.15,4.37,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.92024,109.31567199999999,29.646361817848913,183.20000000000002
Jamal Carter,S,Miami (FL),6.1,218.0,4.64,35.0,19.0,122.0,7.01,4.2,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.85928,98.883056,28.60436324951601,172.84999999999997
Taco Charlton,DE,Michigan,6.6,277.0,4.92,33.0,25.0,116.0,7.17,4.39,1,1.0,28.0,DAL,DE,22.0,2017,2.01168,125.644984,31.047551700755882,190.48
Jehu Chesson,WR,Michigan,6.3,204.0,4.47,35.5,10.0,132.0,6.7,4.09,1,4.0,139.0,KAN,WR,23.0,2017,1.92024,92.532768,25.09484568813767,182.76
Chuck Clark,S,Virginia Tech,6.0,208.0,4.54,34.0,16.0,122.0,6.85,4.07,1,6.0,186.0,BAL,DB,22.0,2017,1.8288000000000002,94.347136,28.209558888253575,171.45999999999998
Jeremy Clark,CB,Michigan,6.3,220.0,4.49,36.0,20.0,122.0,6.94,4.16,1,6.0,197.0,NYJ,CB,23.0,2017,1.92024,99.79024,27.063068879364153,173.59
Corey Clement,RB,Wisconsin,5.1,220.0,4.68,28.5,19.0,115.0,7.07,4.26,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.5544799999999999,99.79024,41.29693209619236,178.51
Chunky Clements,DT,Illinois,6.2,301.0,5.08,29.5,23.0,105.0,7.69,4.64,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.88976,136.531192,38.23125701806959,174.90999999999997
Tarik Cohen,RB,North Carolina A&T,5.6,179.0,4.42,31.5,11.0,118.0,7.07,4.26,1,4.0,119.0,CHI,RB,22.0,2017,1.70688,81.192968,27.868425829680454,176.25
Stacy Coley,WR,Miami (FL),6.1,195.0,4.45,34.0,10.0,122.0,6.975,4.22,1,7.0,219.0,MIN,WR,23.0,2017,1.85928,88.45044,25.586471714016614,171.64499999999998
Aviante Collins,OG,TCU,6.4,295.0,4.81,27.5,34.0,101.0,7.890000000000001,4.78,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.9507200000000002,133.80964,35.16393988896918,179.98
Gareon Conley,CB,Ohio State,6.0,195.0,4.44,37.0,11.0,129.0,6.68,4.18,1,1.0,24.0,OAK,CB,22.0,2017,1.8288000000000002,88.45044,26.446461457737723,181.3
James Conner,RB,Pittsburgh,6.1,233.0,4.65,29.0,20.0,113.0,7.07,4.26,1,3.0,105.0,PIT,RB,22.0,2017,1.85928,105.686936,30.572553381363445,177.98
Dalvin Cook,RB,Florida State,5.1,210.0,4.49,30.5,22.0,116.0,7.27,4.53,1,2.0,41.0,MIN,RB,22.0,2017,1.5544799999999999,95.25431999999999,39.419798819092705,184.79000000000002
Ethan Cooper,OG,Indiana (PA),6.2,322.0,5.36,24.5,26.0,99.0,8.02,4.88,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.88976,146.056624,40.898554019330255,167.76000000000002
Zach Cunningham,OLB,Vanderbilt,6.3,234.0,4.67,35.0,15.0,125.0,7.03,4.29,1,2.0,57.0,HOU,LB,22.0,2017,1.92024,106.140528,28.78526417168733,190.99
Darrell Daniels,TE,Washington,6.3,247.0,4.55,32.0,17.0,116.0,7.09,4.47,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.92024,112.037224,30.384445514558845,181.11
Amara Darboh,WR,Michigan,6.2,214.0,4.45,36.0,17.0,124.0,6.975,4.22,1,3.0,106.0,SEA,WR,23.0,2017,1.88976,97.068688,27.181026584275386,175.64499999999998
Julien Davenport,OT,Bucknell,6.7,318.0,5.45,27.0,18.0,106.0,7.57,4.69,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,2.04216,144.242256,34.58700650229696,35.71
Corey Davis,WR,West. Michigan,6.3,209.0,4.51,35.5,14.0,121.0,6.975,4.22,1,1.0,5.0,TEN,WR,22.0,2017,1.92024,94.80072799999999,25.709915435395946,172.20499999999998
Jarrad Davis,ILB,Florida,6.1,238.0,4.75,33.0,22.0,115.0,7.19,4.3,1,1.0,21.0,DET,LB,22.0,2017,1.85928,107.954896,31.228616758645924,186.24
Justin Davis,RB,USC,6.1,208.0,4.56,34.0,21.0,118.0,7.07,4.26,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.85928,94.347136,27.29223649495106,188.89
Kevin Davis,ILB,Colorado State,6.2,235.0,4.91,30.5,11.0,110.0,7.18,4.38,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.88976,106.59412,29.848323585536058,167.97
Keionta Davis,DE,Tenn-Chattanooga,6.3,271.0,4.83,33.0,24.0,114.0,7.28,4.41,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.92024,122.923432,33.336780301398576,187.51999999999998
Robert Davis,WR,Georgia State,6.3,219.0,4.44,41.0,19.0,136.0,6.82,4.28,1,6.0,209.0,WAS,WR,22.0,2017,1.92024,99.336648,26.9400549299125,192.54
Dion Dawkins,OG,Temple,6.4,314.0,5.11,26.0,26.0,106.0,7.3,4.78,1,2.0,63.0,BUF,G,23.0,2017,1.9507200000000002,142.427888,37.42873601741126,175.19000000000003
Matthew Dayes,RB,North Carolina State,5.9,205.0,4.47,28.0,18.0,109.0,7.07,4.26,1,7.0,252.0,CLE,RB,23.0,2017,1.7983200000000001,92.98636,28.753141310425747,170.79999999999998
Treston DeCoud,CB,Oregon State,6.2,206.0,4.62,31.0,11.0,116.0,6.94,4.16,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.88976,93.439952,26.164913440937994,162.72
J.J. Dielman,OT,Utah,6.5,309.0,5.25,28.0,27.0,103.0,7.84,4.75,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.9812,140.159928,35.70813985809431,44.84
Joshua Dobbs,QB,Tennessee,6.3,216.0,4.64,33.0,19.5,122.0,6.75,4.31,1,4.0,135.0,PIT,QB,22.0,2017,1.92024,97.975872,26.57101308155753,170.7
Dylan Donahue,OLB,West Georgia,6.3,248.0,4.75,29.5,26.0,116.0,7.02,4.46,1,5.0,181.0,NYJ,DL,25.0,2017,1.92024,112.490816,30.507459464010502,187.73000000000002
Rasul Douglas,CB,West Virginia,6.2,209.0,4.59,33.5,16.0,120.0,6.97,4.26,1,3.0,99.0,PHI,CB,23.0,2017,1.88976,94.80072799999999,26.545955869689514,169.32
Jessamen Dunker,OG,Tennessee State,6.4,318.0,4.98,28.5,23.0,108.0,7.890000000000001,4.78,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.9507200000000002,144.242256,37.905535202346435,177.15
Malachi Dupre,WR,LSU,6.2,196.0,4.52,39.5,11.0,135.0,7.19,4.26,1,7.0,247.0,GNB,WR,21.0,2017,1.88976,88.904032,24.894772011766243,190.46999999999997
Travin Dural,WR,LSU,6.1,202.0,4.57,30.5,14.0,116.0,7.29,4.55,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.85928,91.625584,26.504960442212084,162.91
Ken Ekanem,DE,Virginia Tech,6.3,257.0,4.88,30.5,24.0,115.0,7.38,4.58,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.92024,116.573144,31.614585009075398,186.34
Corn Elder,CB,Miami (FL),5.1,183.0,4.55,36.0,15.0,122.0,6.94,4.16,1,5.0,152.0,CAR,CB,22.0,2017,1.5544799999999999,83.007336,34.35153897092364,173.65
Pat Elflein,C,Ohio State,6.3,303.0,5.32,23.5,22.0,99.0,7.94,4.71,1,3.0,70.0,MIN,C,23.0,2017,1.92024,137.438376,37.27322668385154,162.47
Jake Elliott,K,Memphis,5.9,167.0,4.79,33.5,13.0,113.5,7.15,4.33,1,5.0,153.0,CIN,K,22.0,2017,1.7983200000000001,75.749864,23.423290726054145,0.0
Brooks Ellis,ILB,Arkansas,6.2,240.0,4.79,29.5,18.0,115.0,6.8,4.25,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.88976,108.86207999999999,30.48339430012193,178.34
Jermaine Eluemunor,OG,Texas A&M,6.4,332.0,5.22,27.5,34.0,101.0,7.890000000000001,4.78,1,5.0,159.0,BAL,G,22.0,2017,1.9507200000000002,150.592544,39.57433234961955,180.39000000000001
Evan Engram,TE,Mississippi,6.3,234.0,4.42,36.0,19.0,125.0,6.92,4.23,1,1.0,23.0,NYG,TE,23.0,2017,1.92024,106.140528,28.78526417168733,195.57
Amba Etta-Tawo,WR,Syracuse,6.1,208.0,4.49,31.0,14.0,126.0,6.95,4.32,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.85928,94.347136,27.29223649495106,172.76
Jerod Evans,QB,Virginia Tech,6.3,232.0,4.8,26.5,19.5,112.0,7.13,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.92024,105.233344,28.53923627278402,154.84
Justin Evans,S,Texas A&M,6.0,199.0,4.56,35.5,14.0,120.0,7.01,4.2,1,2.0,50.0,TAM,S,22.0,2017,1.8288000000000002,90.264808,26.988952974819522,171.26999999999998
Gerald Everett,TE,South Alabama,6.3,239.0,4.62,37.5,22.0,126.0,6.99,4.33,1,2.0,44.0,LAR,TE,23.0,2017,1.92024,108.408488,29.400333918945606,201.44000000000003
Dan Feeney,OG,Indiana,6.4,305.0,5.24,28.0,26.0,101.0,7.52,4.68,1,3.0,71.0,LAC,G,23.0,2017,1.9507200000000002,138.34556,36.35593785130712,172.44000000000003
Devonte Fields,OLB,Louisville,6.2,236.0,4.72,34.0,22.0,124.0,7.4,4.5,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.88976,107.047712,29.975337728453233,196.62
Isaiah Ford,WR,Virginia Tech,6.1,194.0,4.61,35.5,14.0,127.0,6.94,4.34,1,7.0,237.0,MIA,WR,21.0,2017,1.85928,87.996848,25.45525903856012,178.39000000000001
Johnathan Ford,S,Auburn,5.11,205.0,4.56,35.5,20.0,120.0,7.01,4.2,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.5575280000000002,92.98636,38.33076807364861,171.26999999999998
D'Onta Foreman,RB,Texas,6.0,233.0,4.56,34.0,18.0,118.0,7.07,4.26,1,3.0,89.0,HOU,RB,21.0,2017,1.8288000000000002,105.686936,31.60013087001482,185.89
Reuben Foster,ILB,Alabama,6.0,229.0,4.75,33.0,22.0,115.0,7.19,4.3,1,1.0,31.0,SFO,LB,23.0,2017,1.8288000000000002,103.872568,31.05763935293302,186.24
Leonard Fournette,RB,LSU,6.0,240.0,4.51,28.5,19.0,118.0,7.07,4.26,1,1.0,4.0,JAX,RB,22.0,2017,1.8288000000000002,108.86207999999999,32.549491024907965,181.33999999999997
Kyle Fuller,C,Baylor,6.5,307.0,5.24,26.0,23.0,96.0,7.71,4.84,1,7.0,243.0,HOU,C,23.0,2017,1.9812,139.252744,35.477019211763604,162.79000000000002
Wayne Gallman,RB,Clemson,6.0,215.0,4.6,29.5,21.0,120.0,7.17,4.28,1,4.0,140.0,NYG,RB,22.0,2017,1.8288000000000002,97.52228,29.15891904314672,186.54999999999998
Antonio Garcia,OT,Troy,6.6,302.0,5.15,31.0,24.0,108.0,7.98,4.94,1,3.0,85.0,NWE,T,23.0,2017,2.01168,136.984784,33.84967730551724,42.06999999999999
Myles Garrett,DE,Texas A&M,6.4,272.0,4.64,41.0,33.0,128.0,7.28,4.41,1,1.0,1.0,CLE,DE,21.0,2017,1.9507200000000002,123.377024,32.42234457559192,218.32999999999998
Davon Gaudchaux,DT,LSU,6.3,310.0,5.27,29.5,18.0,105.0,7.69,4.64,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.92024,140.61352,38.13432433001313,170.09999999999997
Ben Gedeon,ILB,Michigan,6.2,244.0,4.75,34.5,27.0,119.0,6.98,4.13,1,4.0,120.0,MIN,ILB,22.0,2017,1.88976,110.676448,30.99145087179063,196.35999999999999
Avery Gennesy,OG,Texas A&M,6.3,318.0,5.35,20.0,24.0,91.0,8.08,5.0,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.92024,144.242256,39.11843592562637,153.43
Nate Gerry,S,Nebraska,6.2,218.0,4.58,30.5,17.0,122.0,7.01,4.2,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.88976,98.883056,27.689083155944086,168.28999999999996
Shelton Gibson,WR,West Virginia,5.11,191.0,4.5,32.0,8.0,118.0,6.83,4.2,1,5.0,166.0,PHI,WR,23.0,2017,1.5575280000000002,86.636072,35.71305708325309,165.53
Ryan Glasgow,DT,Michigan,6.3,302.0,5.13,27.5,20.0,105.0,7.55,4.5,1,4.0,138.0,CIN,DT,23.0,2017,1.92024,136.984784,37.15021273439988,169.68
Chris Godwin,WR,Penn State,6.1,209.0,4.42,36.0,19.0,126.0,7.01,4.0,1,3.0,84.0,TAM,WR,21.0,2017,1.85928,94.80072799999999,27.42344917040755,177.43
Kenny Golladay,WR,Northern Illinois,6.4,218.0,4.5,35.5,18.0,120.0,7.0,4.15,1,3.0,96.0,DET,WR,23.0,2017,1.9507200000000002,98.883056,25.985555578967055,171.15
Zane Gonzalez,K,Arizona State,6.0,202.0,4.92,33.5,13.0,113.5,7.15,4.33,1,7.0,224.0,CLE,K,22.0,2017,1.8288000000000002,91.625584,27.395821612630876,0.0
Shaquill Griffin,CB,Central Florida,6.0,194.0,4.38,38.5,17.0,132.0,6.87,4.14,1,3.0,90.0,SEA,DB,22.0,2017,1.8288000000000002,87.996848,26.310838578467273,185.89
Nate Hairston,CB,Temple,6.0,196.0,4.52,35.5,14.0,118.0,6.94,4.16,1,5.0,158.0,IND,CB,23.0,2017,1.8288000000000002,88.904032,26.582084337008173,169.11999999999998
Daeshon Hall,DE,Texas A&M,6.5,266.0,4.76,36.0,18.0,123.0,7.03,4.38,1,3.0,77.0,CAR,DE,22.0,2017,1.9812,120.655472,30.739045961984097,193.17
Chad Hansen,WR,California,6.2,202.0,4.53,35.0,11.0,119.0,6.74,4.13,1,4.0,141.0,NYJ,WR,22.0,2017,1.88976,91.625584,25.656856869269294,169.4
Sean Harlow,OG,Oregon State,6.4,303.0,5.15,30.5,26.0,105.0,8.16,4.81,1,4.0,136.0,ATL,G,22.0,2017,1.9507200000000002,137.438376,36.11753825883953,179.62
Connor Harris,ILB,Lindenwood,5.11,242.0,4.73,33.0,18.0,114.0,7.13,4.31,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.5575280000000002,109.76926399999999,45.24900426255104,181.17000000000002
Charles Harris,DE,Missouri,6.3,253.0,4.82,32.0,21.0,109.0,7.47,4.42,1,1.0,22.0,MIA,OLB,22.0,2017,1.92024,114.758776,31.122529211268777,178.70999999999998
Josh Harvey-Clemons,S,Louisville,6.4,217.0,4.56,31.5,12.0,121.0,7.01,4.2,1,7.0,230.0,WAS,S,23.0,2017,1.9507200000000002,98.429464,25.86635578273326,168.26999999999998
Keon Hatcher,WR,Arkansas,6.1,212.0,4.64,35.5,16.0,121.0,6.975,4.22,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.85928,96.161504,27.817087196777038,172.33499999999998
DeAngelo Henderson,RB,Coastal Carolina,5.7,208.0,4.48,34.0,20.0,120.0,7.07,4.26,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.7373600000000002,94.347136,31.25712896205382,189.81
Carlos Henderson,WR,Louisiana Tech,5.11,199.0,4.46,36.0,13.0,131.0,7.18,4.35,1,3.0,82.0,DEN,WR,22.0,2017,1.5575280000000002,90.264808,37.208891934907676,182.99
Trey Hendrickson,DE,Florida Atlantic,6.4,266.0,4.65,33.5,24.0,122.0,7.03,4.2,1,3.0,103.0,NOR,OLB,22.0,2017,1.9507200000000002,120.655472,31.70714579818916,195.38
Treyvon Hester,DT,Toledo,6.2,300.0,5.08,29.5,27.0,105.0,7.69,4.64,1,7.0,244.0,OAK,DT,24.0,2017,1.88976,136.0776,38.10424287515241,178.90999999999997
Cole Hikutini,TE,Louisville,6.4,247.0,4.78,33.0,20.0,115.0,7.15,4.37,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.9507200000000002,112.037224,29.442349669747074,184.3
Brian Hill,RB,Wyoming,6.1,219.0,4.54,34.0,15.0,125.0,7.03,4.32,1,5.0,156.0,ATL,RB,21.0,2017,1.85928,99.336648,28.735575924972505,189.89
Delano Hill,S,Michigan,6.1,216.0,4.47,33.5,17.0,115.0,6.96,4.27,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.85928,97.975872,28.341937898603017,164.20000000000002
Bucky Hodges,TE,Virginia Tech,6.6,257.0,4.57,39.0,18.0,134.0,7.15,4.45,1,6.0,201.0,MIN,TE,22.0,2017,2.01168,116.573144,28.805851216946795,207.17
Colin Holba,LS,Louisville,6.4,248.0,5.19,28.0,16.5,115.0,7.51,4.55,1,6.0,213.0,PIT,LS,23.0,2017,1.9507200000000002,112.490816,29.561549465980868,0.0
Will Holden,OT,Vanderbilt,6.7,311.0,5.47,28.0,23.0,111.0,7.71,4.72,1,5.0,157.0,ARI,T,23.0,2017,2.04216,141.067112,33.82565730256086,40.9
Mack Hollins,WR,North Carolina,6.4,221.0,4.53,35.5,14.0,121.0,6.975,4.22,1,4.0,118.0,PHI,WR,23.0,2017,1.9507200000000002,100.243832,26.343154967668436,172.225
Elijah Hood,RB,North Carolina,6.0,232.0,4.56,34.0,18.0,118.0,7.07,4.26,1,7.0,242.0,OAK,RB,21.0,2017,1.8288000000000002,105.233344,31.46450799074437,185.89
Malik Hooker,S,Ohio State,6.1,206.0,4.56,35.5,17.0,120.0,7.01,4.2,1,1.0,15.0,IND,S,21.0,2017,1.85928,93.439952,27.029811144038067,171.26999999999998
Bug Howard,WR,North Carolina,6.4,221.0,4.58,37.5,14.0,119.0,6.95,4.14,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.9507200000000002,100.243832,26.343154967668436,172.16999999999996
O.J. Howard,TE,Alabama,6.6,251.0,4.51,30.0,22.0,121.0,6.85,4.16,1,1.0,19.0,TAM,TE,22.0,2017,2.01168,113.851592,28.133341071804068,188.51999999999998
Marlon Humphrey,CB,Alabama,6.0,197.0,4.41,36.0,10.0,125.0,6.75,4.16,1,1.0,16.0,BAL,CB,21.0,2017,1.8288000000000002,89.357624,26.717707216278622,176.32
Hayden Hunt,P,Colorado State,6.0,212.0,4.89,32.0,15.0,114.0,7.155,4.41,0,-1.0,-1.0,Undrafted,Undrafted,23.0,2017,1.8288000000000002,96.161504,28.75205040533537,0.0
Kareem Hunt,RB,Toledo,5.1,216.0,4.62,36.5,18.0,119.0,7.07,4.26,1,3.0,86.0,KAN,RB,22.0,2017,1.5544799999999999,97.975872,40.5460787853525,189.45
Rushel Shell III,RB,West Virginia,5.1,227.0,4.74,32.5,21.0,118.0,7.07,4.26,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.5544799999999999,102.965384,42.610925390162116,187.57
Danny Isidora,OG,Miami (FL),6.3,306.0,5.03,29.0,26.0,94.0,8.13,4.9,1,5.0,180.0,MIN,G,23.0,2017,1.92024,138.799152,37.6422685322065,167.06
Adoree Jackson,CB,USC,5.1,186.0,4.42,36.0,15.0,122.0,6.94,4.16,0,-1.0,-1.0,Undrafted,Undrafted,22.0,2017,1.5544799999999999,84.368112,34.91467895405354,173.52
Eddie Jackson,S,Alabama,6.0,201.0,4.56,35.5,10.0,120.0,7.01,4.2,1,4.0,112.0,CHI,S,23.0,2017,1.8288000000000002,91.171992,27.260198733360422,171.26999999999998
